"","SMILES_Solute","Temperature_K","Solvent","SMILES_Solvent","Solubility(mole_fraction)","Solubility(mol/L)","LogS(mol/L)","Compound_Name","CAS","PubChem_CID","FDA_Approved","Source"
"696","Nc1ccc(S(=O)(=O)Nc2ccccc2Cl)c(Cl)c1",298,"water","O",1.19e-07,6.57971740230346e-06,-5.18179275885653,"4-amino-2-chloro-N-(2-chlorophenyl)-benzenesulfonamide","1036593-23-3",28551168,"No","10.1021/je500918t"
"697","O=S(=O)(Nc1ccc(Br)cc1Br)c1ccccc1",298,"water","O",1.42e-07,7.85142766904582e-06,-5.10505136587723,"N-(2,4-dibromophenyl)-benzene-sulfonamide",NA,8193388,"No","10.1021/je500918t"
"698","O=S(=O)(Nc1ccc(Cl)cc1)c1ccccc1",298,"water","O",1.68e-06,9.2890273034253e-05,-4.0320297605889,"N-(4-chlorophenyl)-benzene-sulfonamide","4750-28-1",20865,"No","10.1021/je500918t"
"699","O=S(=O)(Nc1cccc(Cl)c1Cl)c1ccccc1",298,"water","O",4.08e-07,2.25590376131745e-05,-4.64667943164804,"N-(2,3-dichlorophenyl)-benzene-sulfonamide","92589-22-5",825454,"No","10.1021/je500918t"
"700","O=S(=O)(Nc1ccccc1)c1ccccc1",298,"water","O",8.49e-06,0.00046943082662739,-3.32842839451035,"N-phenyl-benzene-sulfonamide","1678-25-7",74296,"No","10.1021/je500918t"
"701","O=S(=O)(Nc1ccccc1Cl)c1ccccc1",298,"water","O",8.69e-07,4.8048560596103e-05,-4.31831961807937,"N-(2-chlorophenyl)-benzene-sulfonamide","21226-30-2",252039,"No","10.1021/je500918t"
"702","O=S(=O)(Nc1cccnc1Cl)c1ccccc1",298,"water","O",3.12e-06,0.00017251075547951,-3.76318382291077,"N-(2-chloro-3-pyridinyl)-benzene-sulfonamide",NA,737321,"No","10.1021/je500918t"
"703","O=S(=O)(Nc1ncccc1Cl)c1ccccc1",298,"water","O",1.17e-05,0.00064692088364669,-3.18914882890878,"N-(3-chloro-2-pyridinyl)-benzene-sulfonamide",NA,NA,"No","10.1021/je500918t"
"704","O=[N+]([O-])c1ccc(NS(=O)(=O)c2ccccc2)cc1",298,"water","O",2.11e-06,0.00011666580975106,-3.93305640027009,"N-(4-nitrophenyl)-benzene-sulfonamide","1829-81-8",231837,"No","10.1021/je500918t"
"705","O=[N+]([O-])c1ccc(S(=O)(=O)Nc2nccs2)cc1",298,"water","O",4.23e-06,0.00023388503386908,-3.63099756748552,"4-nitro-N-2-thiazolyl-benzene-sulfonamide","473-42-7",10127,"No","10.1021/je500918t"
"706","O=[N+]([O-])c1ccccc1NS(=O)(=O)c1ccccc1",298,"water","O",1.78e-06,9.84194657949216e-05,-4.00691899657635,"N-(2-nitrophenyl)-benzene-sulfonamide","6933-51-3",285267,"No","10.1021/je500918t"
"707","CC1(C)COC(=O)[C@@H]1O",298.15,"water","O",0.2381,17.2959369401554,1.2379440932031,"D-pantolactone","599-04-2",439368,"No","10.1021/je500996n"
"708","CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1",298.15,"water","O",1.19e-05,0.00065861982758427,-3.18136519910115,"Diphenoxylate","915-30-0",13505,"Yes","10.1021/je5010033"
"709","C[n+]1ccn(CCOCCn2cc[n+](C)c2)c1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F",298,"water","O",0.000271,0.0149881223175761,-1.82425277130071,"3,3'-(oxidi-2,1-ethanediyl)bis[1-methyl-imidazolium] dihexafluorophosphate",NA,NA,"No","10.1021/je501026m"
"710","O=C1Nc2ccccc2C1=O",298.15,"water","O",5.14e-05,0.00284490726070613,-2.54593188632341,"Isatin","91-56-5",7054,"No","10.1021/je501036r"
"711","CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1.[Na+]",298.15,"water","O",0.018884,1.06526168050895,0.0274563049027865,"Sodium cefotaxime","64485-93-4",23672566,"Yes","10.1021/je600564q"
"712","CC(C)(O)P1(=O)OCC2(CO1)COP(=O)(C(C)(C)O)OC2",298.01,"water","O",0.005852,0.325470487537383,-0.487488385531267,"2,4,8,10-tetraoxa-3,9-diphosphaspiro[5.5]undecane-3,9-dimethanol, a,a,a‘,a‘-tetramethyl-3,9-dioxide","66063-49-8",15994036,"No","10.1021/je700050r"
"713","CCCCCC1CCC(=O)O1",323.15,"water","O",0.00072,0.039517145100509,-1.4032144383729,"<U+03B3>-Nonalactone","104-61-0",7710,"No","10.1021/je700122y"
"714","CCCCCC=O",353.15,"water","O",0.000591,0.0318993904248368,-1.496217615929,"Hexanal","66-25-1",6184,"No","10.1021/je700122y"
"715","O=CCc1ccccc1",323.15,"water","O",0.0018,0.0988997514426884,-1.00480479988113,"Phenylethanal","122-78-1",998,"No","10.1021/je700122y"
"716","O=Cc1ccccc1",353.15,"water","O",0.00236,0.12760753179335,-0.894123691447488,"Benzaldehyde","100-52-7",240,"No","10.1021/je700122y"
"717","O=Cc1ccco1",353.15,"water","O",0.028,1.55392454161998,0.191429925691585,"2-Furfural","98-01-1",7362,"No","10.1021/je700122y"
"718","OCCc1ccccc1",333.15,"water","O",0.0051,0.279768200001523,-0.553201651347857,"2-Phenylethanol","60-12-8",6054,"No","10.1021/je700122y"
"719","O=C(O)Cn1cnnn1",298.24,"water","O",0.02337,1.32295041753055,0.121543567697403,"1H-Tetrazole-1-acetic Acid","21732-17-2",543207,"No","10.1021/je700200b"
"720","CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1",298.15,"water","O",0.20292,14.0898254482316,1.14890561288655,"Clindamycin phosphate","24729-96-2",443385,"Yes","10.1021/je700216w"
"721","O=C(O)c1ccc([N+](=O)[O-])cc1C(=O)O",298.15,"water","O",0.1175,7.36895363401132,0.867405823919129,"4-nitrophthalic acid","610-27-5",69121,"No","10.1021/je7002594"
"722","O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O",298.15,"water","O",0.001412,0.0782584109512006,-1.10646897476055,"3-nitrophthalic acid","603-11-2",69043,"No","10.1021/je7002594"
"723","CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(=O)O",298.15,"water","O",0.00020252,0.0112108502715219,-1.95036144768813,"6-aminopenicillanic acid","551-16-6",11082,"No","10.1021/je700284r"
"724","C1CN2CN3CCN(CN1C3)C2",298,"water","O",0.1128,7.02987810446015,0.846947794576113,"1,3,6,8-tetraazatricyclo[4.4.1.13,8]dodecane (tatd)","51-46-7",66123,"No","10.1021/je700304z"
"725","O=P1(c2cc(O)ccc2O)Oc2ccccc2-c2ccccc21",303,"water","O",0.000139,0.00766991270753026,-2.11520957879595,"2-(6-oxido-6H-dibenz[c,e][1,2]oxaphosphorin-6-yl)-1,4-dihydroxy phenylene","99208-50-1",13750322,"No","10.1021/je700404u"
"726","CC(CN1c2ccccc2S(=O)(=O)c2ccccc21)N(C)C.Cl",298.18,"water","O",0.003025,0.167751864292405,-0.775332644646869,"Dioxopromethazine hydrochloride","15374-15-9",11416891,"No","10.1021/je700453v"
"727","O=C(O)CCCCCCCCC(=O)O",321.95,"water","O",3.622e-05,0.00198763820929729,-2.70166266320067,"Sebacic acid","111-20-6",5192,"No","10.1021/je7005314"
"728","CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23",298.15,"water","O",0.0001504,0.00832522213838879,-2.07960416957067,"Ofloxacin","82419-36-1",4583,"Yes","10.1021/je7007044"
"729","CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21",298.15,"water","O",6.148e-06,0.00034026650494764,-3.46818079975038,"Pefloxacin","70458-92-3",51081,"Yes","10.1021/je7007044"
"730","CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21",298.15,"water","O",3.769e-05,0.00208605222863738,-2.68067482231166,"Lomefloxacin","98079-51-7",3948,"Yes","10.1021/je7007044"
"731","CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21",298.15,"water","O",2.27e-05,0.00125637239975339,-2.90088161283901,"Norfloxacin","70458-96-7",4539,"Yes","10.1021/je7007044"
"732","CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21",298.15,"water","O",2.045e-05,0.00113183954911628,-2.94621513487244,"Pipemidic acid","51940-44-4",4831,"Yes","10.1021/je7007044"
"733","O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O",298.15,"water","O",4.66e-06,0.00025791144333277,-3.58852938812176,"Ciprofloxacin","85721-33-1",2764,"Yes","10.1021/je7007044"
"734","CC1=CC(=O)[N-]S(=O)(=O)O1.[K+]",298.02,"water","O",0.00027061,0.014966416735725,-1.82488216613517,"Acesulfame potassium","55589-62-3",11074431,"No","10.1021/je700713q"
"735","O=c1[nH]cc(Br)c(=O)[nH]1",298.15,"water","O",0.000272,0.0150580841419341,-1.82223028042715,"5-bromouracil","51-20-7",5802,"No","10.1021/je800029c"
"736","O=c1[nH]cc(C(F)(F)F)c(=O)[nH]1",298.15,"water","O",0.002682,0.148835930672141,-0.827292212547263,"5-(trifluoromethyl)uracil","54-20-6",5899,"No","10.1021/je800029c"
"737","O=c1[nH]cc(Cl)c(=O)[nH]1",298.15,"water","O",0.000308,0.0170516798940935,-1.76823282882421,"5-chlorouracil","1820-81-1",15758,"No","10.1021/je800029c"
"738","O=c1[nH]cc(F)c(=O)[nH]1",298.15,"water","O",0.002484,0.137820681293399,-0.860685607554169,"5-fluorouracil","51-21-8",3385,"Yes","10.1021/je800029c"
"739","O=c1[nH]cc(I)c(=O)[nH]1",298.15,"water","O",0.000373,0.0206515914699297,-1.68504647475933,"5-iodouracil","696-07-1",69672,"No","10.1021/je800029c"
"740","O=c1cc(Cl)[nH]c(=O)[nH]1",298.15,"water","O",0.000603,0.033393500144034,-1.47633805792758,"6-chlorouracil","4270-27-3",73272,"No","10.1021/je800029c"
"741","O=c1cc[nH]c(=O)[nH]1",298.15,"water","O",0.000743,0.0411523163875622,-1.38560571413281,"Uracil","66-22-8",1174,"No","10.1021/je800029c"
"742","O=P(O)(c1ccccc1)c1ccccc1",303.14,"water","O",5e-05,0.00275854758799358,-2.55931951958199,"Diphenylphosphinic acid","1707-03-5",15567,"No","10.1021/je800049b"
"743","O=C1O[C@H]([C@@H](O)CO)C(O)=C1O",298,"water","O",0.03307,1.89103422102385,0.276699388108576,"Vitamin C","50-81-7",54670067,"Yes","10.1021/je800056h"
"744","CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+]",298,"water","O",0.02852,1.62321439369234,0.210375885105526,"Pravastatin sodium","81131-70-6",16759173,"Yes","10.1021/je800196k"
"745","COc1cc(C(=O)O)cc(OC)c1O",298.15,"water","O",0.00052155,0.0288805318337176,-1.53939481351507,"Syringic acid","530-57-4",10742,"No","10.1021/je800205e"
"746","COc1cc(C=O)ccc1O",298.15,"water","O",0.0011722,0.0649521852446329,-1.18740623298632,"Vanillin","121-33-5",1183,"No","10.1021/je800205e"
"747","O=C(O)c1ccc(O)c(O)c1",298.15,"water","O",0.002227,0.123529630044811,-0.908228859233906,"Protocatechuic acid","99-50-3",72,"No","10.1021/je800205e"
"748","O=S(=O)([O-])c1ccc(Nc2nc(Nc3ccc(/C=C/c4ccc(Nc5nc(Nc6ccc(S(=O)(=O)[O-])cc6)nc(N6CCOCC6)n5)cc4S(=O)(=O)[O-])c(S(=O)(=O)[O-])c3)nc(N3CCOCC3)n2)cc1.[Na+].[Na+].[Na+].[Na+]",298.75,"water","O",0.0013702,0.0759263311226289,-1.11960758539396,"4,4'-bis[[4-morpholino-6-(p-sulfonatoanilino)-1,3,5-triazin-2-yl]amino]stilbene-2,2'-disulphonate","28950-61-0",14692718,"No","10.1021/je8002145"
"749","CC(O)(P(=O)(O)O)P(=O)(O)O.O",298.15,"water","O",0.18167,12.2867611220117,1.08943741484577,"1-hydroxyethane-1,1-diphosphonic acid monohydrate","25211-86-3",12521030,"No","10.1021/je8002332"
"750","CN(C)CCn1[nH]nnc1=S",298.12,"water","O",0.005157,0.286602619588923,-0.542719844406871,"1-(2-dimethylaminoethyl)-5-mercapto-1H-tetrazole","61607-68-9",3017268,"No","10.1021/je8003244"
"751","O=C(O)c1ccncc1",295.65,"water","O",0.0007914,0.0438619743148491,-1.35791182375866,"Isonicotinic acid","55-22-1",5922,"No","10.1021/je800352u"
"752","O=C(O)c1ccccc1O",298.15,"water","O",3e-04,0.0166086462075175,-1.77966576601737,"Salicylic acid","69-72-7",338,"Yes","10.1021/je800475d"
"753","N[C@@H](C(=O)O)c1ccc(O)cc1",298.13,"water","O",0.002101,0.116405941994903,-0.934024850358525,"D-(p-hydroxy)phenylglycine","22818-40-2",89853,"No","10.1021/je800611r"
"754","CC[n+]1ccccc1.F[P-](F)(F)(F)(F)F",298.15,"water","O",0.001051,0.0582293672581607,-1.23485792907079,"1-ethylpyridinium hexafluorophosphate","103173-73-5",23160050,"No","10.1021/je800618x"
"755","N#C[S-].[NH4+]",295,"water","O",0.2982,23.5245055983926,1.37152050486673,"Ammonium thiocyanate","1762-95-4",15666,"No","10.1021/je800621p"
"756","C1N2CN3CN1CN(C2)C3",303.21,"water","O",0.098,5.9937007211238,0.777695053856639,"Hexamethylenetetramine","100-97-0",4101,"Yes","10.1021/je800662m"
"757","CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O",298.2,"water","O",0.0088557,0.493978988403809,-0.30629152357504,"Chloroquine diphosphate","50-63-5",64927,"Yes","10.1021/je8007099"
"758","Clc1ccc2c(Cl)ccnc2c1",298,"water","O",2.84e-05,0.00157032990819801,-2.80400909774464,"4,7-dichloroquinoline","86-98-6",6866,"No","10.1021/je8007099"
"759","CC(C)Br",300.15,"water","O",0.0008204,0.045418610748269,-1.34276615399097,"2-bromopropane","75-26-3",6358,"No","10.1021/je800796h"
"760","NC(N)=S",296.65,"water","O",0.03467,1.98848282556857,0.298521844357447,"Thiourea","62-56-6",2723790,"No","10.1021/je800796h"
"761","C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O",293.2,"water","O",5.87e-06,0.00032524162884697,-3.48779387260604,"Rutin","153-18-4",5280805,"No","10.1021/je800816f"
"762","O=C(O)c1ccc(Cl)cc1C(=O)O",298.15,"water","O",0.125,7.90650648269299,0.897984631356978,"4-chlorophthalic acid","89-20-3",6964,"No","10.1021/je800869g"
"763","O=C(O)c1cccc(Cl)c1C(=O)O",298.15,"water","O",0.0028053,0.155697637032458,-0.807717978514422,"3-chlorophthalic acid","27563-65-1",96254,"No","10.1021/je800869g"
"764","O=C(O)CCC(=O)O",298.05,"water","O",0.01305,0.731824160414137,-0.135593256831736,"Succinic acid","110-15-6",1110,"No","10.1021/je900021g"
"765","Cl.NCCCC[C@H](N)C(=O)O",298.1,"water","O",0.0618,3.64195348860831,0.561334395119049,"L-lysine hydrochloride","657-27-2",69568,"No","10.1021/je900022k"
"766","CCc1occc(=O)c1O",298.15,"water","O",0.0023,0.127588207248028,-0.894189464829493,"Ethyl maltol","4940-11-8",21059,"No","10.1021/je9000729"
"767","O=C(O)/C=C/C(=O)O",297,"water","O",0.001252,0.0693421628271104,-1.15900261654131,"Fumaric acid","110-17-8",444972,"Yes","10.1021/je9001637"
"768","Cn1[nH]c(=O)c(=O)[nH]c1=S",298.15,"water","O",0.001582,0.0876953868914044,-1.05702325156328,"Thiotriazinone","58909-39-0",3034640,"No","10.1021/je900177h"
"769","CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1",303.2,"water","O",6e-06,0.00033100249246561,-3.48016873595241,"Chlordiazepoxide","58-25-3",2712,"No","10.1021/je900330p"
"770","O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O",303.2,"water","O",3e-06,0.00016550074972758,-3.7812000345057,"Lorazepam","846-49-1",3958,"Yes","10.1021/je900330p"
"771","CP1(=O)OCC2(CO1)COP(C)(=O)OC2",298.45,"water","O",0.06203,3.65982784152018,0.563460656641322,"3,9-dimethyl-3,9-dioxide-2,4,8,10-tetraoxa-3,9-diphosphaspiro[5.5]undecane","3001-98-7",76350,"No","10.1021/je9004189"
"772","Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O",300.2,"water","O",0.0004125,0.0227954320133845,-1.64215217274251,"Adenosine 5'-monophosphate","61-19-8",6083,"Yes","10.1021/je900462z"
"773","C[N+](C)(C)CCOP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O.[Na+]",298.15,"water","O",0.02647,1.50482942095075,0.177487273525614,"Cytidine 5'-diphosphocholine sodium","33818-15-4",36605,"No","10.1021/je900465r"
"774","F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.c1cc[n+](CCCCCC[n+]2ccccc2)cc1",299.15,"water","O",5.4e-05,0.00298804145415526,-2.52461338169399,"1,1'-(hexane-1,6-diyl)-bis(pyridinium) dihexafluorophosphate",NA,139075663,"No","10.1021/je9004855"
"775","Oc1cc(O)c2cc1Cc1cc(c(O)cc1O)Cc1cc(c(O)cc1O)Cc1cc(c(O)cc1O)C2",298.15,"water","O",6.59e-06,0.00036472954761434,-3.43802905202469,"Calix[4]resorcinarene",NA,10929046,"No","10.1021/je9005097"
"776","CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23",298.15,"water","O",0.000229,0.0126770329322984,-1.89698238146336,"Ofloxacin","82419-36-1",4583,"Yes","10.1021/je900540d"
"777","Cc1ccc[n+](C[n+]2cccc(C)c2)c1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F",296.15,"water","O",2.9e-05,0.00160585617293753,-2.79429335450985,"1,1'-(ethane-1,2-diyl)-bis(3-methylpyridinium) dihexafluorophosphate",NA,NA,"No","10.1021/je900627q"
"778","Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F",297.65,"water","O",0.000137,0.00758429133767179,-2.12008499266458,"1,1'-(propane-1,3-diyl)-bis(3-methyl-1H-imidazolium-1-yl) dihexafluorophosphate",NA,12159421,"No","10.1021/je9006585"
"779","O=P(c1ccccc1)(c1ccccc1)c1cc(O)ccc1O",297.16,"water","O",0.00011,0.00608498123182818,-2.21574075694518,"(2,5-dihydroxyphenyl)diphenyl phosphine oxide","13291-46-8",2783495,"No","10.1021/je900730w"
"780","CC(N)=O",298.15,"water","O",0.4431,44.0359331251012,1.64380720351309,"Acetamide","60-35-5",178,"No","10.1021/je9007475"
"781","CCC(N)=O",298.15,"water","O",0.2757,21.0669154507099,1.32360095227629,"Propionamide","79-05-0",6578,"No","10.1021/je9007475"
"782","CCCC(N)=O",298.15,"water","O",0.0442,2.55939852034444,0.408137914535551,"Butyramide","541-35-5",10927,"No","10.1021/je9007475"
"783","Cn1cc[n+](CCCC[n+]2ccn(C)c2)c1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F",298.15,"water","O",0.000203,0.0112374269095694,-1.94933311998609,"1,1'-(butane-1,4-diyl)-bis(3-methyl-1H-imidazolium-1-yl) dihexafluorophosphate",NA,NA,"No","10.1021/je900826p"
"784","OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl",298.15,"water","O",0.01463,0.82172719779635,-0.0852723383672593,"Sucralose","56038-13-2",71485,"No","10.1021/je9008427"
"785","Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1",298.15,"water","O",5.353e-07,2.9626486300357e-05,-4.52831985276744,"Delphinidin","13270-61-6",128853,"No","10.1021/je900851k"
"786","NCCS(=O)(=O)O",298.15,"water","O",0.01704,0.959436897997498,-0.0179835834638617,"Taurine","107-35-7",1123,"Yes","10.1021/je9009877"
"787","O=C(O)CNCP(=O)(O)O",293.67,"water","O",0.00112,0.0621128742120944,-1.20681837373994,"Glyphosate","1071-83-6",3496,"No","10.1021/je901006c"
"788","Cc1ccc[n+](CCCC[n+]2cccc(C)c2)c1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F",298.15,"water","O",5e-06,0.0002767291105398,-3.55794515281491,"1,1'-(butane-1,4-diyl)-bis(3-methylpyridinium) dihexafluorophosphate",NA,NA,"No","10.1021/je9010954"
"789","CC(=O)NS(=O)(=O)c1ccc(N)cc1",298.15,"water","O",0.0007051,0.0390516793857627,-1.40836028490353,"Sulfacetamide","144-80-9",5320,"Yes","10.1023/a:1012723731104"
"790","Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1",298.15,"water","O",2.896e-05,0.00160285341280635,-2.79510619375334,"Sulfamethazine","57-68-1",5327,"Yes","10.1023/a:1012723731104"
"791","Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1",298.15,"water","O",2.664e-05,0.00147444460809694,-2.83137153837139,"Sulfamethoxazole","723-46-6",5329,"Yes","10.1023/a:1012723731104"
"792","Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1",298.15,"water","O",1.45e-05,0.00080252204456298,-3.09554302907815,"Sulfamerazine","127-79-7",5325,"Yes","10.1023/a:1012723731104"
"793","Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1",298.15,"water","O",1.901e-05,0.0010521388188109,-2.97792695574675,"Sulfapyridine","144-83-2",5336,"Yes","10.1023/a:1012723731104"
"794","Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1",298.15,"water","O",4.87e-06,0.00026953411862616,-3.56938625239485,"Sulfadiazine","68-35-9",5215,"Yes","10.1023/a:1012723731104"
"795","Nc1ccc(S(=O)(=O)Nc2nccs2)cc1",298.15,"water","O",3.251e-05,0.00179934217688061,-2.74488623998952,"Sulfathiazole","72-14-0",5340,"Yes","10.1023/a:1012723731104"
"796","Nc1ccc(S(N)(=O)=O)cc1",298.15,"water","O",0.0007765,0.0430092126402929,-1.36643850790176,"Sulfanilamide","63-74-1",5333,"Yes","10.1023/a:1012723731104"
"797","CCOC(=O)c1ccc(N)cc1",298.15,"water","O",0.000105,0.00581189251349326,-2.23568242624401,"Benzocaine","94-09-7",2337,"Yes","10.1023/a:1021825509697"
"798","C=CCC",298.15,"water","O",7.971e-05,0.00441194509829199,-2.35536990050591,"1-butene","106-98-9",7844,"No","10.1023/a:1025313916280"
