,ID,Solubility,SMILEScurated,SD,Group,Dataset,Composition,Error,Charge,IONIZABLE,SMILES_standard
952,A-3133,-1.285894713,BrCBr,0.060647356,G3,A,,,Uncharged,Non-ionizable,BrCBr
953,A-3149,0.080542298,CCC1CO1,0.089896251,G5,A,,,Uncharged,Non-ionizable,CCC1CO1
954,A-3151,-0.057369728,O=C1CCCCC1,0.257749722,G5,A,,,Uncharged,Non-ionizable,O=C1CCCCC1
955,A-3162,0.901422988,CC(C)(CO)CO,0.0,G1,A,,,Uncharged,Non-ionizable,CC(C)(CO)CO
956,A-3163,-0.025404461,CCOC(C)=O,0.016799804,G5,A,,,Uncharged,Non-ionizable,CCOC(C)=O
957,A-3164,-2.499798074,C1CC=CCCC=C1,0.0,G1,A,,,Uncharged,Non-ionizable,C1=CCCC=CCC1
958,A-3180,-0.130912442,N#CCCCCC#N,0.0,G1,A,,,Uncharged,Non-ionizable,N#CCCCCC#N
959,A-3186,-1.260334336,CCCCC(CC)(CO)CO,0.0,G1,A,,,Uncharged,Non-ionizable,CCCCC(CC)(CO)CO
960,A-3190,-1.214583849,CI,0.102748454,G3,A,,Unstable,Uncharged,Non-ionizable,CI
961,A-3193,-1.057369728,CCC=C(C)C=O,0.0,G1,A,,,Uncharged,Non-ionizable,CCC=C(C)C=O
962,A-3195,-1.406221724,O=C1OC(=O)C2=CC3=C(C=C12)C(=O)OC3=O,0.006743469,G3,A,,Unstable,Uncharged,Non-ionizable,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12
963,A-3196,-1.306674746,CCCCOC(=O)CCC(C)=O,0.0,G1,A,,Non Valid pH,Uncharged,Non-ionizable,CCCCOC(=O)CCC(C)=O
964,A-3197,-1.301526049,CC1CCC2C(C1)C(=O)OC2=O,0.02672216,G3,A,,Non Valid pH,Uncharged,Non-ionizable,CC1CCC2C(=O)OC(=O)C2C1
965,A-3202,-1.387194666,COC(=O)C1CCC(CC1)C(=O)OC,0.0,G1,A,,,Uncharged,Non-ionizable,COC(=O)C1CCC(C(=O)OC)CC1
966,A-3206,-1.35258526,CN1C2=C(NC=N2)C(=O)N(C)C1=O,0.016929134,G3,A,,,Uncharged,Non-ionizable,Cn1c(=O)c2[nH]cnc2n(C)c1=O
967,A-3208,-1.574682221,CC(CC(C)(C)CC#N)C#N,0.0,G1,A,,,Uncharged,Non-ionizable,CC(C#N)CC(C)(C)CC#N
968,A-3210,-1.173834312,ClC(Cl)Cl,0.018214633,G3,A,,,Uncharged,Non-ionizable,ClC(Cl)Cl
969,A-3212,-0.295451716,C=CC(=O)OCC1CCCO1,0.0,G1,A,,Non Valid pH,Uncharged,Non-ionizable,C=CC(=O)OCC1CCCO1
970,A-3218,-0.267204876,COC(=O)C=CC(=O)OC,0.032691652,G5,A,,,Uncharged,Non-ionizable,COC(=O)C=CC(=O)OC
971,A-3233,0.802693707,COCCC(=O)OC,0.0,G1,A,,,Uncharged,Non-ionizable,COCCC(=O)OC
972,A-3235,-0.18999534,OCCCCOC=C,0.0,G1,A,,,Uncharged,Non-ionizable,C=COCCCCO
973,A-3238,-0.53795425,CCCCOCC1CO1,0.0,G1,A,,Multi-constituent Substances,Uncharged,Non-ionizable,CCCCOCC1CO1
974,A-3256,-3.708142472,C=CC(=O)OC1C=CC2C3CCC(C3)C12,0.0,G1,A,,,Uncharged,Non-ionizable,C=CC(=O)OC1C=CC2C3CCC(C3)C12
975,A-3264,1.005827448,N1C=NC=N1,0.00911241,G3,A,,,Uncharged,Non-ionizable,c1nc[nH]n1
976,A-3275,-0.814424958,[V],0.0,G1,A,,,Uncharged,Non-ionizable,[V]
977,A-3279,-1.038398213,C1COC=CC1,0.0,G1,A,,,Uncharged,Non-ionizable,C1=COCCC1
978,A-3281,-1.289975217,CCCCCCC(O)CO,0.0,G1,A,,,Uncharged,Non-ionizable,CCCCCCC(O)CO
979,A-3290,-1.336078753,CC(C)OC(=O)C(F)(F)F,0.078236632,G5,A,,Non Valid pH,Uncharged,Non-ionizable,CC(C)OC(=O)C(F)(F)F
980,A-3296,-1.342949719,CCOS(=O)(=O)OCC,0.0,G1,A,,Unstable,Uncharged,Non-ionizable,CCOS(=O)(=O)OCC
981,A-3328,-0.050409053,CCCCO,0.028901331,G5,A,,,Uncharged,Non-ionizable,CCCCO
982,A-3337,0.637012443,ON1C=CC=CC1=S,0.023559411,G3,A,,,Uncharged,Non-ionizable,On1ccccc1=S
983,A-3344,-0.128994642,CC(C)=CCO,0.0,G1,A,,Non Valid pH,Uncharged,Non-ionizable,CC(C)=CCO
984,A-3358,0.605167428,CC1=C2N=NNC2=CC=C1,0.0,G1,A,,Ionization,Uncharged,Non-ionizable,Cc1cccc2[nH]nnc12
985,A-3360,-0.201666274,O=C1CCC(=O)O1,0.0,G1,A,,Unstable,Uncharged,Non-ionizable,O=C1CCC(=O)O1
986,A-3365,-0.341616387,OCC(CO)(CO)CO,0.067813815,G5,A,,,Uncharged,Non-ionizable,OCC(CO)(CO)CO
987,A-3367,0.591790232,CC(C)C(=O)OC(=O)C(C)C,0.0,G1,A,,,Uncharged,Non-ionizable,CC(C)C(=O)OC(=O)C(C)C
988,A-3372,-0.373677588,CC1(C)C(O)C(C)(C)C1O,0.0,G1,A,,,Uncharged,Non-ionizable,CC1(C)C(O)C(C)(C)C1O
989,A-3379,-0.067511006,CC(=C)C=O,0.050771527,G5,A,,,Uncharged,Non-ionizable,C=C(C)C=O
990,A-3380,-0.079826177,CC(C)C=O,0.085613088,G3,A,,,Uncharged,Non-ionizable,CC(C)C=O
991,A-3387,-1.160845842,ClC(Cl)=O,0.0,G1,A,,,Uncharged,Non-ionizable,O=C(Cl)Cl
992,A-3390,-1.113943352,[Sr],0.0,G1,A,,Non Valid pH,Uncharged,Non-ionizable,[Sr]
993,A-3393,-1.056973282,CCSC,0.0,G1,A,,Non Valid pH,Uncharged,Non-ionizable,CCSC
994,A-3397,-1.209572311,O=CC1=CC=CC=C1,0.166263026,G5,A,,,Uncharged,Non-ionizable,O=Cc1ccccc1
995,A-3401,-1.255496889,CCOC(=O)C(C)C,0.0,G1,A,,,Uncharged,Non-ionizable,CCOC(=O)C(C)C
996,A-3402,0.003660289,S=[Sr],0.0,G1,A,,Non Valid pH,Uncharged,Non-ionizable,[S]=[Sr]
997,A-3403,-1.364424933,O=C1OC(=O)C2=CC=CC=C12,0.18286241,G5,A,,,Uncharged,Non-ionizable,O=C1OC(=O)c2ccccc21
998,A-3404,-1.187180386,ClC=CCl,0.127609807,G3,A,,,Uncharged,Non-ionizable,ClC=CCl
999,A-3409,-1.759306143,CC(C)(O)C1=CC=CC=C1,0.0,G1,A,,Cosolvent Buffer,Uncharged,Non-ionizable,CC(C)(O)c1ccccc1
1000,A-3432,-0.575436704,CC(=O)OCC(COC(C)=O)OC(C)=O,0.045410321,G5,A,,,Uncharged,Non-ionizable,CC(=O)OCC(COC(C)=O)OC(C)=O
1001,A-3433,-0.094549434,CC1(C)CO1,0.0,G1,A,,,Uncharged,Non-ionizable,CC1(C)CO1
1002,A-3434,-0.658698746,CCCCCCOC1OC(CO)C(O)C(O)C1O,0.0,G1,A,,,Uncharged,Non-ionizable,CCCCCCOC1OC(CO)C(O)C(O)C1O
1003,A-3438,0.340366328,OCCN1C(=O)N(CCO)C(=O)N(CCO)C1=O,0.151650906,G3,A,,,Uncharged,Non-ionizable,O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO
1004,A-3444,0.577880851,OC1COC(O)C(O)C1O,0.140735267,G5,A,,,Uncharged,Non-ionizable,OC1COC(O)C(O)C1O
1005,A-3452,-0.524834841,COC(=O)CC(C(C)=O)C(=O)OC,0.0,G1,A,,,Uncharged,Non-ionizable,COC(=O)CC(C(C)=O)C(=O)OC
1006,A-3459,-0.560813739,C(CCOCC1CO1)COCC1CO1,0.0,G1,A,,Unstable,Uncharged,Non-ionizable,C(CCOCC1CO1)COCC1CO1
1007,A-3472,-0.431708518,CCOCCC(=O)OCC,0.005554259,G3,A,,,Uncharged,Non-ionizable,CCOCCC(=O)OCC
1008,A-3475,-0.263631686,COC(=O)CC#N,0.169191352,G3,A,,,Uncharged,Non-ionizable,COC(=O)CC#N
1009,A-3481,-0.327612407,CCOC(=O)CC#N,0.209495588,G5,A,,,Uncharged,Non-ionizable,CCOC(=O)CC#N
1010,A-3487,-0.31550074,CC(CCC#N)C#N,0.0,G1,A,,,Uncharged,Non-ionizable,CC(C#N)CCC#N
1011,A-3488,-0.405237967,CCCCOCC(C)O,0.0,G1,A,,,Uncharged,Non-ionizable,CCCCOCC(C)O
1012,A-3490,0.777076543,O=C1OC=CO1,0.0,G1,A,,,Uncharged,Non-ionizable,O=c1occo1
1013,A-3496,-0.324555733,CC1=C(OC=N1)C#N,0.0,G1,A,,,Uncharged,Non-ionizable,Cc1ncoc1C#N
1014,A-3502,1.626440718,OCCCCCCO,0.0,G1,A,,,Uncharged,Non-ionizable,OCCCCCCO
1015,A-3505,0.438526523,CCOP(=O)(OCC)OCC,0.0,G1,A,,,Uncharged,Non-ionizable,CCOP(=O)(OCC)OCC
1016,A-3508,-0.159007423,CCCC=O,0.076153711,G3,A,,,Uncharged,Non-ionizable,CCCC=O
1017,A-3512,-1.181917475,C1CCSC1,0.0,G1,A,,,Uncharged,Non-ionizable,C1CCSC1
1018,A-3514,-1.373595162,CC(=O)OC1=CC=CC=C1,0.0,G1,A,,Non Valid pH,Uncharged,Non-ionizable,CC(=O)Oc1ccccc1
1019,A-3515,-1.050748809,CCCl,0.0,G1,A,,,Uncharged,Non-ionizable,CCCl
1020,A-3516,-1.417253114,ClC1=CC(Cl)=NC=N1,0.0,G1,A,,Non Valid pH,Uncharged,Non-ionizable,Clc1cc(Cl)ncn1
1021,A-3521,-1.487653403,NP(N)(=O)OC1=CC=CC=C1,0.0,G1,A,,,Uncharged,Non-ionizable,NP(N)(=O)Oc1ccccc1
1022,A-3527,-1.488726291,CC=CCCC1CCCC(=O)O1,0.014610102,G3,A,,,Uncharged,Non-ionizable,CC=CCCC1CCCC(=O)O1
1023,A-3536,-1.668298088,CC(COCC(C)OC(=O)C=C)OC(=O)C=C,0.0,G1,A,,,Uncharged,Non-ionizable,C=CC(=O)OC(C)COCC(C)OC(=O)C=C
1024,A-3538,-1.469038232,OC1CSC(O)CS1,0.0,G1,A,,Non Valid pH,Uncharged,Non-ionizable,OC1CSC(O)CS1
1025,A-3539,-1.415573876,CC(=O)CCCCCl,0.0,G1,A,,,Uncharged,Non-ionizable,CC(=O)CCCCCl
1026,A-3542,-1.525986853,CC1=CC=CC=C1S(N)(=O)=O,0.251725097,G3,A,,,Uncharged,Non-ionizable,Cc1ccccc1S(N)(=O)=O
1027,A-3561,-0.460793982,CC(=O)OCC=C(C)C=O,0.0,G1,A,,,Uncharged,Non-ionizable,CC(=O)OCC=C(C)C=O
1028,A-3562,-0.099255215,OB(O)O,0.053869892,G5,A,,,Uncharged,Non-ionizable,OB(O)O
1029,A-3563,-0.684341705,OB(O)O,0.053869892,G5,A,,,Uncharged,Non-ionizable,OB(O)O
1030,A-3564,-0.312059473,OB(O)O,0.053869892,G5,A,,,Uncharged,Non-ionizable,OB(O)O
1031,A-3601,-0.344450681,CCOC(=O)OC,0.0,G1,A,,,Uncharged,Non-ionizable,CCOC(=O)OC
1032,A-3611,-0.458338912,CCCCOC(=O)CO,0.0,G1,A,,,Uncharged,Non-ionizable,CCCCOC(=O)CO
1033,A-3612,-0.372767961,COC(=O)CCl,0.0,G1,A,,,Uncharged,Non-ionizable,COC(=O)CCl
1034,A-3642,-0.742062088,CC1=CN(C2CC(O)C(CO)O2)C(=O)NC1=O,0.0,G1,A,,,Uncharged,Non-ionizable,Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O
1035,A-3678,0.618115807,O=C1OC(=O)C=C1,0.005790936,G3,A,,Unstable,Uncharged,Non-ionizable,O=C1C=CC(=O)O1
1036,A-3687,0.838033384,CC1CO1,0.0,G1,A,,,Uncharged,Non-ionizable,CC1CO1
1037,A-3690,-0.790860844,CCOCCCC(C)OCCOCC(C)CO,0.0,G1,A,,,Uncharged,Non-ionizable,CCOCCCC(C)OCCOCC(C)CO
1038,A-3702,-1.54049772,CC1(C)CC(=O)CC(C)(C1)C#N,0.00673727,G3,A,,,Uncharged,Non-ionizable,CC1(C)CC(=O)CC(C)(C#N)C1
1039,A-3714,-1.417811305,ClC(Cl)Cl,0.0,G1,A,,,Uncharged,Non-ionizable,ClC(Cl)Cl
1040,A-3723,-1.737335476,CCCCO,0.106708547,G5,A,,,Uncharged,Non-ionizable,CCCCO
1041,A-3733,-1.414000411,COC(=O)C=C(C)C,0.0,G1,A,,,Uncharged,Non-ionizable,COC(=O)C=C(C)C
1042,A-3738,-1.474321317,CC(C)=CCOC(C)=O,0.0,G1,A,,,Uncharged,Non-ionizable,CC(=O)OCC=C(C)C
1043,A-3741,-1.433338371,CCCCCC(C)=O,0.012272472,G5,A,,,Uncharged,Non-ionizable,CCCCCC(C)=O
1044,A-3742,-1.377449362,CCCC(C)C=O,0.007361628,G3,A,,,Uncharged,Non-ionizable,CCCC(C)C=O
1045,A-3744,-1.564736497,O=C1OC(=O)C2CCCCC12,0.0,G1,A,,Non Valid pH,Uncharged,Non-ionizable,O=C1OC(=O)C2CCCCC12
1046,A-3746,-1.718248447,CCC(CO)(COCC=C)COCC=C,0.0,G1,A,,,Uncharged,Non-ionizable,C=CCOCC(CC)(CO)COCC=C
1047,A-3751,-1.875569091,CC(COCC(C)OC(=O)C=C)OCC(C)OC(=O)C=C,0.0,G1,A,,,Uncharged,Non-ionizable,C=CC(=O)OC(C)COCC(C)OCC(C)OC(=O)C=C
1048,A-3752,0.838033384,CC1CO1,0.0,G1,A,,,Uncharged,Non-ionizable,CC1CO1
1049,A-3765,0.525735536,OCC1=CN=CS1,0.0,G1,A,,,Uncharged,Non-ionizable,OCc1cncs1
1050,A-3794,-1.576310856,CCOC(=O)C(C)C=C,0.0,G1,A,,,Uncharged,Non-ionizable,C=CC(C)C(=O)OCC
1051,A-3795,-0.465572855,CNC(=S)NN,1.476038224,G2,A,,,Uncharged,Non-ionizable,CNC(=S)NN
1052,A-3804,-0.653770318,COC(=O)CC(=C)C(=O)OC,0.0,G1,A,,,Uncharged,Non-ionizable,C=C(CC(=O)OC)C(=O)OC
1053,A-3805,-0.716525615,OCCOCCOC1=CC=CC=C1,0.0,G1,A,,,Uncharged,Non-ionizable,OCCOCCOc1ccccc1
1054,A-3806,-0.692136567,CC(CCCC(C)(C)O)CC=O,0.0,G1,A,,,Uncharged,Non-ionizable,CC(CC=O)CCCC(C)(C)O
1055,A-3821,0.444510788,CCC1=NC=CN=C1C,0.0,G1,A,,,Uncharged,Non-ionizable,CCc1nccnc1C
1056,A-3847,0.397509321,CC(=O)C1CCOC1=O,0.10205466,G3,A,,Non Valid pH,Uncharged,Non-ionizable,CC(=O)C1CCOC1=O
1057,A-3858,-0.666725926,CC(C)C(O)C(C)(C)CO,0.109787037,G3,A,,,Uncharged,Non-ionizable,CC(C)C(O)C(C)(C)CO
1058,A-3865,-2.67352571,CCCCC(CC)COC(=O)C(C)O,0.0,G1,A,,,Uncharged,Non-ionizable,CCCCC(CC)COC(=O)C(C)O
1059,A-3866,0.553677557,O=C1CCCC1,0.0,G1,A,,,Uncharged,Non-ionizable,O=C1CCCC1
1060,A-3868,-4.159911756,[Mn],0.0,G1,A,,,Uncharged,Non-ionizable,[Mn]
1061,A-3869,0.698593779,COC=O,0.057696709,G3,A,,,Uncharged,Non-ionizable,COC=O
1062,A-3872,-0.736268462,CC1C=CCC2C1C(=O)OC2=O,0.0,G1,A,,,Uncharged,Non-ionizable,CC1C=CCC2C(=O)OC(=O)C12
1063,A-3875,-0.687915225,CCOCCOC(C)(C)C,0.045540235,G3,A,,,Uncharged,Non-ionizable,CCOCCOC(C)(C)C
1064,A-3876,-0.687784528,COC(C)CCOC(C)=O,0.47281938,G5,A,,,Uncharged,Non-ionizable,COC(C)CCOC(C)=O
1065,A-3880,-1.607002567,CC(C)C(=O)OOC(C)(C)C,0.0,G1,A,,Unstable,Uncharged,Non-ionizable,CC(C)C(=O)OOC(C)(C)C
1066,A-3881,-1.629618671,COC(CC1=CC=CC=C1)OC,0.0,G1,A,,Non Valid pH,Uncharged,Non-ionizable,COC(Cc1ccccc1)OC
1067,A-3883,-1.656093273,C1C2COCOC2C2=CC=CC=C12,0.0,G1,A,,,Uncharged,Non-ionizable,c1ccc2c(c1)CC1COCOC21
1068,A-3890,-1.720972355,CCOC(=O)C(Cl)C(=O)OCC,0.0,G1,A,,Non Valid pH,Uncharged,Non-ionizable,CCOC(=O)C(Cl)C(=O)OCC
1069,A-3892,-1.900555252,CC(=C)C(=O)OCCOCCOCCOC(=O)C(C)=C,0.0,G1,A,,,Uncharged,Non-ionizable,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C
1070,A-3897,-1.581104063,ClCC(Cl)Cl,0.050652031,G3,A,,,Uncharged,Non-ionizable,ClCC(Cl)Cl
1071,A-3903,-1.852601969,C=CCN1C(=O)N(CC=C)C(=O)N(CC=C)C1=O,0.0,G1,A,,,Uncharged,Non-ionizable,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O
1072,A-3919,-1.516592758,CC(C)OC(C)C,0.273711324,G5,A,,,Uncharged,Non-ionizable,CC(C)OC(C)C
1073,A-3921,-1.598518701,CC(C)Br,0.018480608,G5,A,,,Uncharged,Non-ionizable,CC(C)Br
1074,A-3922,-1.742195335,CC1=CC=C(C=C1)S(N)(=O)=O,0.0,G1,A,,,Uncharged,Non-ionizable,Cc1ccc(S(N)(=O)=O)cc1
1075,A-3924,-1.468024827,CCSCC,0.064012413,G3,A,,,Uncharged,Non-ionizable,CCSCC
1076,A-3926,-1.621048971,CC(C)=CCCC(C)=O,0.0,G1,A,,,Uncharged,Non-ionizable,CC(=O)CCC=C(C)C
1077,A-3929,-1.862006084,CCCCOCCOCCOCCCC,0.180942274,G5,A,,,Uncharged,Non-ionizable,CCCCOCCOCCOCCCC
1078,A-3931,-1.711112365,CC1CCC(C(O)C1)C(C)=C,0.0,G1,A,,Non Valid pH,Uncharged,Non-ionizable,C=C(C)C1CCC(C)CC1O
1079,A-3935,-1.630817582,CCC(C)CC(=O)CC,0.0,G1,A,,,Uncharged,Non-ionizable,CCC(=O)CC(C)CC
1080,A-3939,-1.459734159,FC(F)Cl,0.01733292,G3,A,,,Uncharged,Non-ionizable,FC(F)Cl
1081,A-3943,1.536339003,OCC#CCO,0.449388338,G5,A,,,Uncharged,Non-ionizable,OCC#CCO
1082,A-3954,-0.527751378,CC(=C)OC(C)=O,0.0,G1,A,,,Uncharged,Non-ionizable,C=C(C)OC(C)=O
1083,A-3955,-0.713921772,O=C1OC(=O)C2CC=CCC12,0.0,G1,A,,,Uncharged,Non-ionizable,O=C1OC(=O)C2CC=CCC12
1084,A-3956,-0.520474498,CC1=CC(C)=NN1,0.0,G1,A,,,Uncharged,Non-ionizable,Cc1cc(C)[nH]n1
1085,A-3964,-3.732719889,CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2=O,0.0,G1,A,,,Uncharged,Non-ionizable,CCC12CCC3C4CCC(=O)C=C4CCC3C1CCC2=O
1086,A-3991,1.364774503,O=[Se]=O,0.0,G1,A,,,Uncharged,Non-ionizable,O=[Se]=O
1087,A-3992,0.41078966,C1CCOCOC1,0.028582753,G3,A,,,Uncharged,Non-ionizable,C1CCOCOC1
1088,A-3996,-0.560826234,CC(C)=CC(C)=O,0.014913117,G3,A,,,Uncharged,Non-ionizable,CC(=O)C=C(C)C
1089,A-4000,-0.406708517,CC(=C)C#N,0.024286983,G5,A,,,Uncharged,Non-ionizable,C=C(C)C#N
1090,A-4017,-0.742461176,OCCOC1=CC=CC=C1,0.0190644,G5,A,,,Uncharged,Non-ionizable,OCCOc1ccccc1
1091,A-4025,-3.327456749,CCOC(=O)C(C)C1CCCCC1,0.0,G1,A,,,Uncharged,Non-ionizable,CCOC(=O)C(C)C1CCCCC1
1092,A-4030,0.371232292,CC1COC(=O)O1,0.068586597,G3,A,,,Uncharged,Non-ionizable,CC1COC(=O)O1
1093,A-4031,-0.744727146,COC1=CC=C(CO)C=C1,0.561791562,G4,A,,,Uncharged,Non-ionizable,COc1ccc(CO)cc1
1094,A-4034,-0.704896063,OC1(CCCCC1)C#C,0.0,G1,A,,Non Valid pH,Uncharged,Non-ionizable,C#CC1(O)CCCCC1
1095,A-4039,0.255764198,[Cs],0.0,G1,A,,,Uncharged,Non-ionizable,[Cs]
1096,A-4040,0.068201817,CC(C)(CO)COC(=O)C(C)(C)CO,0.029676331,G3,A,,,Uncharged,Non-ionizable,CC(C)(CO)COC(=O)C(C)(C)CO
1097,A-4044,-0.254140825,CCCC(C)O,0.020879588,G3,A,,,Uncharged,Non-ionizable,CCCC(C)O
1098,A-4045,0.084561332,CC(=O)C1=C(O)C=C(C)OC1=O,0.0,G1,A,,,Uncharged,Non-ionizable,CC(=O)c1c(O)cc(C)oc1=O
1099,A-4052,-0.57344678,CCCC1CO1,0.0,G1,A,,,Uncharged,Non-ionizable,CCCC1CO1
1100,A-4063,-0.42018642,OB(O)O,0.0,G1,A,,,Uncharged,Non-ionizable,OB(O)O
1101,A-4073,-1.01149355,ClC1=CC=C(Br)C=C1Cl,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,Clc1ccc(Br)cc1Cl
1102,A-4082,-0.0337559,CC(=O)CC(=O)OCCOC(=O)CC(C)=O,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CC(=O)CC(=O)OCCOC(=O)CC(C)=O
1103,A-4084,0.371717126,C1OCOCO1,0.045403707,G3,A,mono-constituent,,Uncharged,Non-ionizable,C1OCOCO1
1104,A-4093,-1.076302279,CCC(CO)(CO)COCC(CC)(CO)CO,0.04635114,G3,A,mono-constituent,,Uncharged,Non-ionizable,CCC(CO)(CO)COCC(CC)(CO)CO
1105,A-4100,0.569379255,C=CC=O,0.200310373,G3,A,mono-constituent,,Uncharged,Non-ionizable,C=CC=O
1106,A-4103,-0.766472623,[Mo],0.0,G1,A,,,Uncharged,Non-ionizable,[Mo]
1107,A-4106,0.37539119,CC(=C)C(N)=O,0.152675685,G3,A,mono-constituent,,Uncharged,Non-ionizable,C=C(C)C(N)=O
1108,A-4112,-0.87790415,CC1(C)CC(=O)CC(=C)C1=O,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,C=C1CC(=O)CC(C)(C)C1=O
1109,A-4114,0.758961822,OCCOCC#CCOCCO,0.0,G1,A,,,Uncharged,Non-ionizable,OCCOCC#CCOCCO
1110,A-4116,-0.785923914,OCCC1=CC=CC=C1,0.042284079,G5,A,mono-constituent,,Uncharged,Non-ionizable,OCCc1ccccc1
1111,A-4119,-0.633922712,CC(=O)OC=C,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,C=COC(C)=O
1112,A-4125,-0.563427685,C[Si](C)C,0.651603458,G2,A,,,Uncharged,Non-ionizable,C[Si](C)C
1113,A-4126,-1.405240463,O=C1OC(=O)C2=CC=CC=C12,0.0,G1,A,,Cosolvent Buffer,Uncharged,Non-ionizable,O=C1OC(=O)c2ccccc21
1114,A-4132,-1.673119803,O=COCC1=CC=CC=C1,0.0,G1,A,mono-constituent,Non Valid pH,Uncharged,Non-ionizable,O=COCc1ccccc1
1115,A-4133,-1.54996066,CCCCOCC,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CCCCOCC
1116,A-4142,-1.799728458,CC(C)(O)C1CCC(C)(O1)C=C,0.0,G1,A,multi-constituent,Non Valid pH,Uncharged,Non-ionizable,C=CC1(C)CCC(C(C)(C)O)O1
1117,A-4145,-0.922963209,FC(F)CCl,0.0,G1,A,mono-constituent,Non Valid pH,Uncharged,Non-ionizable,FC(F)CCl
1118,A-4146,-1.863533046,CC(C)(O)C1=CC(=CC=C1)C(C)(C)O,0.033240029,G3,A,mono-constituent,,Uncharged,Non-ionizable,CC(C)(O)c1cccc(C(C)(C)O)c1
1119,A-4152,-1.805450609,CC1OCC(O1)C1=CC=CC=C1,0.0,G1,A,multi-constituent,Non Valid pH,Uncharged,Non-ionizable,CC1OCC(c2ccccc2)O1
1120,A-4153,-1.772587094,CCCC1CC(C)=CC(=O)C1,0.0,G1,A,mono-constituent,Non Valid pH,Uncharged,Non-ionizable,CCCC1CC(=O)C=C(C)C1
1121,A-4154,-1.799017293,CC(=O)OC1=CC=C(C=C1)C#N,0.0,G1,A,mono-constituent,Non Valid pH,Uncharged,Non-ionizable,CC(=O)Oc1ccc(C#N)cc1
1122,A-4157,-5.495255436,CC(C)C1CCC(C)=CC1,0.0,G1,A,,,Uncharged,Non-ionizable,CC1=CCC(C(C)C)CC1
1123,A-4158,-1.588580927,ClC(Cl)=C,0.022859537,G3,A,mono-constituent,,Uncharged,Non-ionizable,C=C(Cl)Cl
1124,A-4162,-1.78824369,CC(C)C1CCC(C)=CC1=O,0.0,G1,A,mono-constituent,Non Valid pH,Uncharged,Non-ionizable,CC1=CC(=O)C(C(C)C)CC1
1125,A-4175,-2.06526472,C=CCOC(=O)OCCOCCOC(=O)OCC=C,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,C=CCOC(=O)OCCOCCOC(=O)OCC=C
1126,A-4176,-1.744232864,OCCCCCCC=C,0.016080929,G3,A,mono-constituent,,Uncharged,Non-ionizable,C=CCCCCCCO
1127,A-4178,-1.88532188,ClS(=O)(=O)C1=CC=CC=C1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,O=S(=O)(Cl)c1ccccc1
1128,A-4179,-2.006358589,CC(C)C1CCC(C)CC1OCC(O)CO,0.0,G1,A,multi-constituent,,Uncharged,Non-ionizable,CC1CCC(C(C)C)C(OCC(O)CO)C1
1129,A-4181,-1.723701533,CC1=CC=C(C=O)C=C1,0.479042924,G3,A,mono-constituent,,Uncharged,Non-ionizable,Cc1ccc(C=O)cc1
1130,A-4185,-1.844063724,CC1CC(C)=CC(C)C1C=O,0.0,G1,A,multi-constituent,,Uncharged,Non-ionizable,CC1=CC(C)C(C=O)C(C)C1
1131,A-4186,-1.85529404,CCCCCC1CCC(=O)O1,0.0,G1,A,,,Uncharged,Non-ionizable,CCCCCC1CCC(=O)O1
1132,A-4188,-1.918544784,CC(=O)COC1=C(C)C=CC=C1C,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CC(=O)COc1c(C)cccc1C
1133,A-4197,-1.925085284,CC1=CC(=O)N(N1)C1=CC=CC=C1,0.058499473,G3,A,mono-constituent,,Uncharged,Non-ionizable,Cc1cc(=O)n(-c2ccccc2)[nH]1
1134,A-4198,-1.750124429,CCCCCCC=O,0.112949851,G5,A,mono-constituent,,Uncharged,Non-ionizable,CCCCCCC=O
1135,A-4200,-1.804593715,CC(C)(C)OC(=O)C=C,0.194691103,G3,A,mono-constituent,,Uncharged,Non-ionizable,C=CC(=O)OC(C)(C)C
1136,A-4205,-1.806759777,CC(C)COC(=O)C=C,0.292697117,G5,A,mono-constituent,,Uncharged,Non-ionizable,C=CC(=O)OCC(C)C
1137,A-4206,-1.86983286,CC(CC=O)C1=CC=CC=C1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CC(CC=O)c1ccccc1
1138,A-4211,-1.914237348,COC(=O)C(=O)C1=CC=CC=C1,1.497839313,G2,A,mono-constituent,Non Valid pH,Uncharged,Non-ionizable,COC(=O)C(=O)c1ccccc1
1139,A-4224,0.351057238,CC(C)(O)C=C,0.356871381,G3,A,mono-constituent,,Uncharged,Non-ionizable,C=CC(C)(C)O
1140,A-4240,0.495819462,CC=NO,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CC=NO
